-1,name,club_logo,flag,photo,acceleration,sprint_speed,positioning,finishing,shot_power,long_shots,volleys,penalties,vision,crossing,free_kick_accuracy,short_passing,long_passing,curve,agility,balance,reactions,ball_control,dribbling,composure,interceptions,heading_accuracy,marking,standing_tackle,sliding_tackle,jumping,stamina,strength,aggression,position
7277,Barge,https://cdn.sofifa.org/18/teams/10019.png,https://cdn.sofifa.org/flags/38@3x.png,https://cdn.sofifa.org/18/players/193458.png,73,68,71,39,67,59,63,50,59,62,61,66,55,55,75,70,70,66,65,63,64,53,64,65,62,70,80,64,70,wb
7278,J. Anibaba,https://cdn.sofifa.org/18/teams/698.png,https://cdn.sofifa.org/flags/95@3x.png,https://cdn.sofifa.org/18/players/202162.png,62,67,36,29,68,56,39,43,53,58,45,57,53,50,66,61,66,56,51,58,68,64,66,67,66,64,75,74,67,wb
7279,O. Şam,https://cdn.sofifa.org/18/teams/101025.png,https://cdn.sofifa.org/flags/48@3x.png,https://cdn.sofifa.org/18/players/125103.png,65,69,36,34,49,41,22,35,38,61,41,63,60,61,73,66,67,63,62,62,64,68,67,69,67,65,65,67,68,wb
7280,Fernando Fonseca,https://cdn.sofifa.org/18/teams/10020.png,https://cdn.sofifa.org/flags/38@3x.png,https://cdn.sofifa.org/18/players/238507.png,66,72,58,35,55,37,35,48,49,60,38,58,45,60,58,64,67,68,65,59,67,63,64,69,66,75,66,70,70,wb
7281,D. Nishi,https://cdn.sofifa.org/18/teams/101147.png,https://cdn.sofifa.org/flags/163@3x.png,https://cdn.sofifa.org/18/players/232875.png,50,58,53,51,42,46,50,37,45,69,42,70,68,51,63,68,57,63,60,52,62,58,64,65,72,74,87,70,74,wb
7282,U. Garcia,https://cdn.sofifa.org/18/teams/38.png,https://cdn.sofifa.org/flags/47@3x.png,https://cdn.sofifa.org/18/players/223143.png,68,78,45,29,35,29,28,34,43,61,31,62,46,39,66,64,61,67,70,37,62,54,57,69,68,61,78,75,63,wb
7283,R. Wiggins,https://cdn.sofifa.org/18/teams/1943.png,https://cdn.sofifa.org/flags/50@3x.png,https://cdn.sofifa.org/18/players/172966.png,61,58,52,39,47,40,43,39,55,63,66,60,48,44,67,79,59,63,59,72,63,53,72,73,77,77,75,72,52,wb
7284,P. Konate,https://cdn.sofifa.org/18/teams/112791.png,https://cdn.sofifa.org/flags/46@3x.png,https://cdn.sofifa.org/18/players/212645.png,74,76,48,35,49,42,30,36,50,64,42,64,60,53,76,72,56,58,63,60,64,45,68,62,71,73,77,56,37,wb
7285,P. Ferrari,https://cdn.sofifa.org/18/teams/110580.png,https://cdn.sofifa.org/flags/52@3x.png,https://cdn.sofifa.org/18/players/143013.png,76,74,58,51,55,54,47,68,59,58,59,68,59,63,70,80,66,69,66,70,65,59,63,64,66,77,67,58,69,wb
7286,L. Saldana,https://cdn.sofifa.org/18/teams/112579.png,https://cdn.sofifa.org/flags/56@3x.png,https://cdn.sofifa.org/18/players/226723.png,86,84,52,30,65,62,40,38,50,64,73,54,47,68,73,85,71,59,59,53,68,48,61,62,64,80,74,38,61,wb
7287,T. Beltran,https://cdn.sofifa.org/18/teams/111065.png,https://cdn.sofifa.org/flags/95@3x.png,https://cdn.sofifa.org/18/players/186529.png,78,74,56,54,59,48,52,48,57,61,43,68,57,57,63,77,65,61,69,63,66,57,65,68,67,71,64,60,65,wb
7288,D. Phillips,https://cdn.sofifa.org/18/teams/111065.png,https://cdn.sofifa.org/flags/82@3x.png,https://cdn.sofifa.org/18/players/185249.png,77,81,53,47,68,53,49,54,50,55,53,63,54,54,76,79,61,60,64,56,69,49,68,69,69,71,68,59,75,wb
7289,M. Akbas,https://cdn.sofifa.org/18/teams/436.png,https://cdn.sofifa.org/flags/48@3x.png,https://cdn.sofifa.org/18/players/223135.png,55,47,48,38,75,66,33,44,38,63,45,60,58,58,63,50,65,60,58,65,63,70,65,68,65,59,68,79,66,wb
7290,Igor Rossi,https://cdn.sofifa.org/18/teams/112389.png,https://cdn.sofifa.org/flags/54@3x.png,https://cdn.sofifa.org/18/players/205215.png,51,61,34,22,43,26,27,39,47,39,32,62,56,43,34,43,60,60,51,61,63,72,66,66,64,58,71,76,65,wb
7291,F. N'Sakala,https://cdn.sofifa.org/18/teams/113142.png,https://cdn.sofifa.org/flags/110@3x.png,https://cdn.sofifa.org/18/players/191390.png,83,85,67,37,45,58,41,55,68,71,50,67,65,55,78,78,64,74,72,66,67,59,54,59,51,84,83,67,70,wb
7292,M. Wober,https://cdn.sofifa.org/18/teams/245.png,https://cdn.sofifa.org/flags/4@3x.png,https://cdn.sofifa.org/18/players/231838.png,69,69,59,32,48,35,34,42,63,43,31,64,67,42,68,78,60,53,48,62,64,72,64,66,65,73,76,75,63,wb
7293,Miguel Garcia,https://cdn.sofifa.org/18/teams/110854.png,https://cdn.sofifa.org/flags/45@3x.png,https://cdn.sofifa.org/18/players/204958.png,73,76,63,53,71,57,49,54,51,68,57,65,64,62,73,85,60,67,67,54,63,42,58,65,68,63,75,57,57,wb
7294,D. Cotra,https://cdn.sofifa.org/18/teams/111092.png,https://cdn.sofifa.org/flags/51@3x.png,https://cdn.sofifa.org/18/players/202654.png,72,67,50,32,71,63,31,34,52,66,35,44,41,48,72,62,63,52,51,61,72,62,68,66,65,60,83,79,74,wb
7295,F. Kalig,https://cdn.sofifa.org/18/teams/506.png,https://cdn.sofifa.org/flags/21@3x.png,https://cdn.sofifa.org/18/players/228508.png,67,64,41,40,52,37,38,51,38,46,39,52,41,35,63,70,65,49,47,56,66,59,68,67,69,83,68,68,69,wb
7296,A. Rossi,https://cdn.sofifa.org/18/teams/200.png,https://cdn.sofifa.org/flags/27@3x.png,https://cdn.sofifa.org/18/players/173211.png,73,84,57,24,54,59,39,33,54,64,42,62,50,64,70,72,66,60,59,64,64,51,60,64,66,43,82,51,69,wb
7297,Yuri Ribeiro,https://cdn.sofifa.org/18/teams/744.png,https://cdn.sofifa.org/flags/38@3x.png,https://cdn.sofifa.org/18/players/237211.png,77,76,64,31,45,34,35,36,57,65,30,57,49,62,78,74,69,68,67,58,64,45,60,65,64,73,78,64,53,wb
7298,R. Crivello,https://cdn.sofifa.org/18/teams/111657.png,https://cdn.sofifa.org/flags/27@3x.png,https://cdn.sofifa.org/18/players/224316.png,72,71,23,29,50,38,30,37,25,67,32,59,54,31,57,57,61,63,54,70,63,57,68,68,69,58,75,60,58,wb
7299,Inaki Saenz,https://cdn.sofifa.org/18/teams/260.png,https://cdn.sofifa.org/flags/45@3x.png,https://cdn.sofifa.org/18/players/219708.png,79,75,56,53,61,55,30,46,59,67,67,65,55,65,70,73,63,65,66,60,64,52,59,63,62,66,83,74,79,wb
7300,M. Musalov,https://cdn.sofifa.org/18/teams/100766.png,https://cdn.sofifa.org/flags/40@3x.png,https://cdn.sofifa.org/18/players/219962.png,78,76,58,53,40,27,37,42,52,64,35,58,56,45,71,72,59,64,70,56,62,61,66,71,72,71,57,57,63,wb
7301,L. Broź,https://cdn.sofifa.org/18/teams/1871.png,https://cdn.sofifa.org/flags/37@3x.png,https://cdn.sofifa.org/18/players/177719.png,58,64,64,53,64,59,37,60,62,67,56,67,58,65,69,80,57,70,65,59,65,59,67,67,69,63,74,59,71,wb
7302,P. Martinez,https://cdn.sofifa.org/18/teams/76.png,https://cdn.sofifa.org/flags/18@3x.png,https://cdn.sofifa.org/18/players/223284.png,68,68,29,34,51,52,39,43,43,65,48,62,57,42,68,64,72,59,52,58,58,67,64,69,67,67,73,69,71,wb
7303,V. Andriuskevicius,https://cdn.sofifa.org/18/teams/111140.png,https://cdn.sofifa.org/flags/30@3x.png,https://cdn.sofifa.org/18/players/200499.png,60,70,42,31,61,48,26,34,38,66,63,68,71,64,63,59,62,66,67,50,67,65,67,66,63,70,73,82,72,wb
7304,Ricardo Nunes,https://cdn.sofifa.org/18/teams/110746.png,https://cdn.sofifa.org/flags/140@3x.png,https://cdn.sofifa.org/18/players/212014.png,78,77,64,45,64,63,39,59,54,70,67,59,65,71,70,73,57,65,62,70,65,43,59,68,65,68,75,65,53,wb
7305,D. Moxey,https://cdn.sofifa.org/18/teams/143.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/188181.png,74,62,44,54,57,60,44,39,54,73,39,61,57,53,69,64,63,62,64,61,65,60,64,66,65,60,73,68,65,wb
7306,T. Ouwejan,https://cdn.sofifa.org/18/teams/1906.png,https://cdn.sofifa.org/flags/34@3x.png,https://cdn.sofifa.org/18/players/229155.png,66,71,57,39,60,65,48,40,65,66,65,69,65,59,70,70,66,68,64,68,60,54,64,66,63,59,74,66,63,wb
7307,J. Arvidsson,https://cdn.sofifa.org/18/teams/113458.png,https://cdn.sofifa.org/flags/46@3x.png,https://cdn.sofifa.org/18/players/176928.png,61,62,44,46,57,52,39,62,66,76,70,64,64,70,60,66,62,62,56,56,67,63,62,64,66,72,72,73,66,wb
7308,J. Wojcicki,https://cdn.sofifa.org/18/teams/110747.png,https://cdn.sofifa.org/flags/37@3x.png,https://cdn.sofifa.org/18/players/215584.png,75,77,59,58,56,61,60,41,62,70,38,63,62,59,75,45,62,63,64,57,56,58,64,63,70,75,81,80,31,wb
7309,M. Rosales,https://cdn.sofifa.org/18/teams/110398.png,https://cdn.sofifa.org/flags/52@3x.png,https://cdn.sofifa.org/18/players/215325.png,68,70,50,31,43,33,33,41,45,65,35,62,58,57,60,62,59,57,61,61,55,60,64,71,74,63,85,58,59,wb
7310,K. Madu,https://cdn.sofifa.org/18/teams/15005.png,https://cdn.sofifa.org/flags/133@3x.png,https://cdn.sofifa.org/18/players/236313.png,78,76,62,46,70,65,61,39,64,67,29,67,65,58,73,76,62,64,71,65,63,61,61,65,62,75,70,74,68,wb
7311,Y. Yoshida,https://cdn.sofifa.org/18/teams/113160.png,https://cdn.sofifa.org/flags/163@3x.png,https://cdn.sofifa.org/18/players/232728.png,74,71,49,22,47,35,24,30,62,67,31,65,50,58,78,88,65,64,65,35,63,53,61,70,65,78,70,60,60,wb
7312,K. Paal,https://cdn.sofifa.org/18/teams/247.png,https://cdn.sofifa.org/flags/34@3x.png,https://cdn.sofifa.org/18/players/228120.png,78,79,65,42,62,49,58,45,68,64,50,66,61,67,74,80,64,70,72,71,69,60,64,65,64,77,56,66,67,wb
7313,M. Kenlock,https://cdn.sofifa.org/18/teams/94.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/229911.png,77,79,66,26,39,29,34,36,32,67,30,66,63,36,73,76,48,66,67,65,62,64,64,69,64,65,71,68,65,wb
7314,I. Chebake,https://cdn.sofifa.org/18/teams/113259.png,https://cdn.sofifa.org/flags/129@3x.png,https://cdn.sofifa.org/18/players/223511.png,68,73,48,35,48,40,28,44,42,66,49,54,47,31,72,68,62,60,57,41,58,67,69,70,70,60,70,64,74,wb
7315,N. Byrne,https://cdn.sofifa.org/18/teams/1917.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/202814.png,90,82,50,50,56,53,41,42,52,69,33,66,56,49,75,77,63,62,67,55,56,56,59,65,63,66,78,56,62,wb
7316,Kim Tae Hwan,https://cdn.sofifa.org/18/teams/2055.png,https://cdn.sofifa.org/flags/167@3x.png,https://cdn.sofifa.org/18/players/199231.png,90,90,62,50,62,48,53,56,62,61,50,65,60,52,89,72,61,70,76,65,60,56,62,60,61,76,69,71,65,wb
7317,R. Philp,https://cdn.sofifa.org/18/teams/111235.png,https://cdn.sofifa.org/flags/39@3x.png,https://cdn.sofifa.org/18/players/208959.png,78,75,50,34,59,37,31,43,49,65,49,64,58,58,68,68,66,63,67,60,62,48,67,67,66,64,73,68,73,wb
7318,Ripa,https://cdn.sofifa.org/18/teams/477.png,https://cdn.sofifa.org/flags/45@3x.png,https://cdn.sofifa.org/18/players/146521.png,74,76,56,37,49,35,30,51,55,71,26,66,70,60,73,69,64,63,59,55,65,49,67,61,66,78,71,64,64,wb
7319,J. Bidwell,https://cdn.sofifa.org/18/teams/15.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/196952.png,70,68,63,29,65,51,44,21,55,70,60,68,66,58,61,64,66,65,59,66,60,56,71,65,63,59,75,66,65,wb
7320,Fran Rodriguez,https://cdn.sofifa.org/18/teams/1861.png,https://cdn.sofifa.org/flags/45@3x.png,https://cdn.sofifa.org/18/players/235093.png,69,68,67,45,60,33,29,46,36,64,67,65,47,41,61,65,68,62,62,53,65,63,67,71,66,54,61,38,57,wb
7321,K. D'Haene,https://cdn.sofifa.org/18/teams/100081.png,https://cdn.sofifa.org/flags/7@3x.png,https://cdn.sofifa.org/18/players/200532.png,77,69,63,55,60,58,54,53,58,69,52,65,63,54,83,92,66,66,69,60,64,28,62,63,64,61,70,47,67,wb
7322,R. Frosler,,https://cdn.sofifa.org/flags/140@3x.png,https://cdn.sofifa.org/18/players/241233.png,74,72,61,34,51,35,44,45,52,66,48,63,61,51,58,74,58,68,68,45,60,49,70,69,68,64,71,51,55,wb
7323,C. Borja,https://cdn.sofifa.org/18/teams/112934.png,https://cdn.sofifa.org/flags/56@3x.png,https://cdn.sofifa.org/18/players/227153.png,90,85,58,48,45,52,31,46,62,66,42,59,64,46,78,68,66,65,63,45,59,58,54,65,62,71,78,58,63,wb
7324,Luis Perez,https://cdn.sofifa.org/18/teams/260.png,https://cdn.sofifa.org/flags/45@3x.png,https://cdn.sofifa.org/18/players/235088.png,82,80,48,37,51,35,29,44,53,62,45,60,46,53,74,72,64,62,65,61,65,57,66,63,67,74,71,59,64,wb
7325,K. Pedersen,https://cdn.sofifa.org/18/teams/1831.png,https://cdn.sofifa.org/flags/13@3x.png,https://cdn.sofifa.org/18/players/234832.png,67,66,49,30,49,39,28,30,44,67,25,65,47,36,56,48,68,61,63,58,59,70,60,69,63,66,78,79,68,wb
7326,L. Dickmann,https://cdn.sofifa.org/18/teams/112225.png,https://cdn.sofifa.org/flags/27@3x.png,https://cdn.sofifa.org/18/players/229456.png,73,72,53,29,43,45,45,43,40,62,36,58,49,37,65,67,61,62,60,64,65,50,62,72,74,63,70,56,63,wb
7327,A. Khagush,https://cdn.sofifa.org/18/teams/110756.png,https://cdn.sofifa.org/flags/40@3x.png,https://cdn.sofifa.org/18/players/166990.png,66,71,43,31,46,27,18,21,46,67,59,62,60,45,62,69,63,58,67,65,59,62,65,66,65,82,82,63,63,wb
7328,Aurelio Buta,https://cdn.sofifa.org/18/teams/230.png,https://cdn.sofifa.org/flags/98@3x.png,https://cdn.sofifa.org/18/players/234573.png,81,84,58,41,72,54,41,30,32,62,29,54,38,45,75,82,71,66,66,59,69,43,60,62,65,60,65,56,61,wb
7329,Alcatraz,https://cdn.sofifa.org/18/teams/101106.png,https://cdn.sofifa.org/flags/56@3x.png,https://cdn.sofifa.org/18/players/214091.png,74,76,59,55,74,67,48,61,63,75,77,72,65,79,65,68,59,71,68,65,57,61,58,58,63,70,81,74,73,wb
7330,K. Lala,https://cdn.sofifa.org/18/teams/76.png,https://cdn.sofifa.org/flags/18@3x.png,https://cdn.sofifa.org/18/players/204105.png,75,78,45,37,50,28,36,46,43,65,39,62,58,37,65,70,62,66,63,59,63,47,63,65,67,70,70,64,72,wb
7331,S. Al Muwallad,https://cdn.sofifa.org/18/teams/112387.png,https://cdn.sofifa.org/flags/183@3x.png,https://cdn.sofifa.org/18/players/212039.png,77,78,60,51,52,61,51,59,53,68,45,66,51,50,70,68,66,63,59,49,57,56,64,63,64,54,75,74,66,wb
7332,L. Akins,https://cdn.sofifa.org/18/teams/15015.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/173891.png,79,79,67,66,71,69,52,60,49,65,47,60,56,58,75,68,54,66,67,50,45,58,43,49,48,71,78,79,57,wb
7333,M. Mittelstadt,https://cdn.sofifa.org/18/teams/166.png,https://cdn.sofifa.org/flags/21@3x.png,https://cdn.sofifa.org/18/players/227647.png,77,72,54,39,49,44,34,42,49,69,41,66,63,52,74,74,61,66,67,55,63,57,59,67,65,72,66,52,66,wb
7334,H. Olvera,https://cdn.sofifa.org/18/teams/111035.png,https://cdn.sofifa.org/flags/83@3x.png,https://cdn.sofifa.org/18/players/190485.png,72,69,40,48,48,51,47,35,64,70,26,65,63,69,62,69,49,66,55,30,67,50,70,69,69,80,66,68,61,wb
7335,A. Al Ghamdi,https://cdn.sofifa.org/18/teams/607.png,https://cdn.sofifa.org/flags/183@3x.png,https://cdn.sofifa.org/18/players/213009.png,74,76,68,65,66,61,63,64,62,58,69,63,54,68,79,76,65,63,66,68,34,62,11,15,20,72,69,74,55,mid
7336,J. Mason,https://cdn.sofifa.org/18/teams/15015.png,https://cdn.sofifa.org/flags/25@3x.png,https://cdn.sofifa.org/18/players/193798.png,68,76,67,64,64,64,59,66,59,56,41,61,60,62,76,72,66,68,66,58,43,64,30,38,32,66,72,70,45,mid
7337,E. Hyndman,https://cdn.sofifa.org/18/teams/1943.png,https://cdn.sofifa.org/flags/95@3x.png,https://cdn.sofifa.org/18/players/215818.png,74,64,64,62,60,51,59,55,66,65,56,74,70,62,90,86,55,73,74,70,51,52,49,57,54,34,62,31,46,mid
7338,T. Martinez,https://cdn.sofifa.org/18/teams/698.png,https://cdn.sofifa.org/flags/52@3x.png,https://cdn.sofifa.org/18/players/212747.png,77,67,71,48,49,73,50,57,73,62,59,73,60,66,82,81,64,73,77,68,33,47,38,42,36,63,67,41,47,mid
7339,M. Chrapek,https://cdn.sofifa.org/18/teams/111092.png,https://cdn.sofifa.org/flags/37@3x.png,https://cdn.sofifa.org/18/players/194059.png,65,59,61,62,57,65,42,65,68,56,40,72,67,48,76,73,55,70,67,62,64,49,61,66,63,73,49,57,58,mid
7340,F. Nordkvelle,https://cdn.sofifa.org/18/teams/1456.png,https://cdn.sofifa.org/flags/36@3x.png,https://cdn.sofifa.org/18/players/167180.png,73,76,68,60,77,65,59,60,65,63,62,68,65,64,75,79,70,68,67,69,58,63,57,46,41,59,81,71,69,mid
7341,V. Jugovic,https://cdn.sofifa.org/18/teams/1475.png,https://cdn.sofifa.org/flags/10@3x.png,https://cdn.sofifa.org/18/players/231950.png,75,71,68,64,60,58,46,63,64,55,55,69,64,44,72,70,66,69,66,58,60,55,59,60,58,84,75,64,64,mid
7342,V. Yurchenko,https://cdn.sofifa.org/18/teams/32.png,https://cdn.sofifa.org/flags/49@3x.png,https://cdn.sofifa.org/18/players/223759.png,67,65,59,64,63,60,52,63,65,64,60,73,70,61,74,72,64,73,71,70,57,48,54,48,51,65,60,54,44,mid
7343,A. Frara,https://cdn.sofifa.org/18/teams/111657.png,https://cdn.sofifa.org/flags/27@3x.png,https://cdn.sofifa.org/18/players/101904.png,55,55,59,33,63,70,43,53,64,47,58,67,66,53,70,70,68,66,64,72,70,48,41,66,36,64,72,58,68,mid
7344,F. Kiss,https://cdn.sofifa.org/18/teams/112096.png,https://cdn.sofifa.org/flags/43@3x.png,https://cdn.sofifa.org/18/players/205073.png,53,41,53,55,67,63,39,63,64,44,39,68,67,53,59,68,67,67,65,61,64,62,61,70,66,66,81,76,81,mid
7345,H. Maiga,https://cdn.sofifa.org/18/teams/1819.png,https://cdn.sofifa.org/flags/108@3x.png,https://cdn.sofifa.org/18/players/236817.png,72,73,40,43,58,60,39,55,57,54,40,69,61,51,59,68,62,66,63,59,68,56,65,66,60,64,72,71,65,mid
7346,K. Al Ghamdi,https://cdn.sofifa.org/18/teams/112139.png,https://cdn.sofifa.org/flags/183@3x.png,https://cdn.sofifa.org/18/players/208917.png,84,83,61,27,28,25,25,34,58,65,34,68,60,55,86,77,65,66,65,65,62,59,64,60,62,62,71,64,73,wb
7347,Pedro Chirivella,https://cdn.sofifa.org/18/teams/1907.png,https://cdn.sofifa.org/flags/45@3x.png,https://cdn.sofifa.org/18/players/224019.png,66,67,53,40,62,40,40,49,66,52,48,74,63,55,74,64,64,67,65,74,68,55,57,61,64,47,73,62,60,mid
7348,A. Guliev,https://cdn.sofifa.org/18/teams/100766.png,https://cdn.sofifa.org/flags/40@3x.png,https://cdn.sofifa.org/18/players/237844.png,78,71,55,58,59,55,47,51,66,67,55,74,69,42,81,87,65,65,68,55,56,51,59,63,64,59,67,51,60,mid
7349,Wander,https://cdn.sofifa.org/18/teams/112392.png,https://cdn.sofifa.org/flags/54@3x.png,https://cdn.sofifa.org/18/players/221462.png,68,60,59,55,67,54,59,55,66,49,60,69,65,59,72,73,62,71,74,61,24,51,19,22,21,55,67,57,33,mid
7350,Hwang Jin Sung,https://cdn.sofifa.org/18/teams/112115.png,https://cdn.sofifa.org/flags/167@3x.png,https://cdn.sofifa.org/18/players/165911.png,69,71,73,70,70,66,66,69,70,68,72,73,67,73,63,76,68,70,69,56,54,52,56,29,27,74,60,65,33,mid
7351,L. Trotter,https://cdn.sofifa.org/18/teams/112259.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/178713.png,65,63,65,62,67,61,58,71,67,61,50,67,66,54,57,66,66,67,65,63,65,65,50,65,56,75,67,79,76,mid
7352,P. Clement,https://cdn.sofifa.org/18/teams/1793.png,https://cdn.sofifa.org/flags/34@3x.png,https://cdn.sofifa.org/18/players/236037.png,74,72,60,63,59,65,55,57,65,59,44,66,58,50,79,76,66,72,68,60,37,54,40,47,46,66,75,59,54,mid
7353,E. Zejnullahu,https://cdn.sofifa.org/18/teams/110178.png,https://cdn.sofifa.org/flags/219@3x.png,https://cdn.sofifa.org/18/players/212997.png,72,72,62,51,69,64,53,49,68,55,59,71,67,70,75,77,65,68,68,59,66,51,61,67,61,63,68,56,68,mid
7354,A. Bischoff,https://cdn.sofifa.org/18/teams/27.png,https://cdn.sofifa.org/flags/38@3x.png,https://cdn.sofifa.org/18/players/177668.png,59,51,64,51,42,49,48,70,75,68,72,74,73,74,72,79,61,70,69,78,51,23,16,46,24,54,48,45,50,mid
7355,D. Lafferty,https://cdn.sofifa.org/18/teams/1794.png,https://cdn.sofifa.org/flags/35@3x.png,https://cdn.sofifa.org/18/players/201491.png,75,75,59,52,62,63,37,45,45,65,53,63,61,62,72,65,57,64,57,50,63,59,64,67,65,73,79,62,61,wb
7356,S. Heidinger,https://cdn.sofifa.org/18/teams/576.png,https://cdn.sofifa.org/flags/21@3x.png,https://cdn.sofifa.org/18/players/191250.png,76,73,57,57,77,61,49,49,59,65,62,63,63,60,75,80,62,64,66,58,66,49,66,67,65,69,75,64,72,wb
7357,F. Antunes,https://cdn.sofifa.org/18/teams/680.png,https://cdn.sofifa.org/flags/18@3x.png,https://cdn.sofifa.org/18/players/229138.png,67,72,41,29,47,45,36,46,47,68,47,64,59,54,62,62,67,66,64,59,62,54,66,65,64,68,70,68,68,wb
7358,A. Bellinghausen,https://cdn.sofifa.org/18/teams/110636.png,https://cdn.sofifa.org/flags/21@3x.png,https://cdn.sofifa.org/18/players/166928.png,67,76,65,53,70,62,59,58,64,70,63,66,63,70,62,62,69,64,65,70,62,58,60,67,68,71,81,71,84,wb
7359,F. Hartherz,https://cdn.sofifa.org/18/teams/159.png,https://cdn.sofifa.org/flags/21@3x.png,https://cdn.sofifa.org/18/players/202512.png,74,77,49,34,75,58,50,44,52,70,65,66,62,59,62,56,66,66,60,59,60,67,57,66,62,65,77,82,73,wb
7360,Choi Hyo Jin,https://cdn.sofifa.org/18/teams/1475.png,https://cdn.sofifa.org/flags/167@3x.png,https://cdn.sofifa.org/18/players/165903.png,77,64,68,54,62,60,57,51,57,67,49,67,63,57,74,80,70,65,69,60,76,49,63,64,61,78,61,73,66,wb
7361,C. Duvall,https://cdn.sofifa.org/18/teams/111139.png,https://cdn.sofifa.org/flags/95@3x.png,https://cdn.sofifa.org/18/players/221711.png,77,84,60,34,62,49,45,38,59,65,33,65,55,58,68,74,59,62,60,54,60,55,63,66,64,69,82,69,69,wb
7362,M. Vermijl,https://cdn.sofifa.org/18/teams/1801.png,https://cdn.sofifa.org/flags/7@3x.png,https://cdn.sofifa.org/18/players/206094.png,86,83,63,48,73,38,28,50,54,65,35,56,41,40,72,64,69,64,66,48,61,58,62,63,61,63,77,69,79,wb
7363,T. Elrich,https://cdn.sofifa.org/18/teams/111393.png,https://cdn.sofifa.org/flags/195@3x.png,https://cdn.sofifa.org/18/players/180749.png,75,75,62,52,59,54,44,53,56,64,32,63,58,62,66,70,63,62,63,60,68,47,63,69,66,68,72,67,61,wb
7364,M. Albertazzi,https://cdn.sofifa.org/18/teams/206.png,https://cdn.sofifa.org/flags/27@3x.png,https://cdn.sofifa.org/18/players/184331.png,67,69,39,21,71,52,21,39,31,59,45,57,50,55,57,57,61,52,50,65,69,64,72,72,72,75,70,70,64,wb
7365,P. Ngawa,https://cdn.sofifa.org/18/teams/2038.png,https://cdn.sofifa.org/flags/7@3x.png,https://cdn.sofifa.org/18/players/205578.png,75,79,38,33,56,45,32,41,39,59,32,57,52,39,70,59,63,62,61,60,60,64,66,69,67,71,73,72,67,wb
7366,M. Bagayoko,,https://cdn.sofifa.org/flags/108@3x.png,https://cdn.sofifa.org/18/players/229641.png,76,74,56,21,31,25,26,45,53,69,33,56,51,27,77,78,61,67,63,58,62,52,68,66,70,70,72,61,71,wb
7367,M. Perez Acuna,https://cdn.sofifa.org/18/teams/101088.png,https://cdn.sofifa.org/flags/52@3x.png,https://cdn.sofifa.org/18/players/220937.png,71,73,50,27,43,30,37,44,62,71,40,59,53,54,76,67,65,60,65,50,64,59,66,67,68,80,71,61,67,wb
7368,K. Engel,https://cdn.sofifa.org/18/teams/487.png,https://cdn.sofifa.org/flags/165@3x.png,https://cdn.sofifa.org/18/players/183559.png,64,64,46,30,55,37,42,43,46,63,41,64,57,51,68,72,64,63,55,62,65,70,67,66,68,79,75,67,68,wb
7369,Bebeto,https://cdn.sofifa.org/18/teams/1893.png,https://cdn.sofifa.org/flags/54@3x.png,https://cdn.sofifa.org/18/players/239875.png,75,74,54,45,54,33,48,44,44,66,43,58,54,58,81,76,69,63,64,66,64,60,61,62,64,72,77,52,64,wb
7370,S. Poulsen,https://cdn.sofifa.org/18/teams/1447.png,https://cdn.sofifa.org/flags/13@3x.png,https://cdn.sofifa.org/18/players/152065.png,70,73,57,47,63,43,30,52,65,64,66,68,60,67,70,64,69,67,67,74,67,56,65,67,59,75,75,74,76,wb
7371,B. Addae,https://cdn.sofifa.org/18/teams/1846.png,https://cdn.sofifa.org/flags/117@3x.png,https://cdn.sofifa.org/18/players/210429.png,76,81,55,48,77,74,67,47,65,64,41,67,63,60,73,73,70,69,67,61,61,57,62,63,72,85,75,79,75,mid
7372,C. Fandrich,https://cdn.sofifa.org/18/teams/506.png,https://cdn.sofifa.org/flags/21@3x.png,https://cdn.sofifa.org/18/players/197376.png,81,72,58,53,59,54,50,50,66,58,59,67,61,67,86,77,64,70,67,64,49,18,47,40,43,74,72,33,63,mid
