,overall,ball_control,reactions
10762,65,62,72
10763,65,69,57
10764,65,66,65
10765,65,53,65
10766,65,44,64
10767,65,62,71
10768,65,64,64
10769,65,67,53
10770,65,69,66
10771,65,50,58
10772,65,67,60
10773,65,62,53
10774,65,63,60
10775,65,68,57
10776,65,64,63
10777,65,63,65
10778,65,69,61
10779,65,43,61
10780,65,64,62
10781,65,64,61
10782,65,65,57
10783,65,66,64
10784,65,65,56
10785,65,67,70
10786,65,65,61
10787,65,64,51
10788,65,35,59
10790,65,51,64
10791,65,57,65
10793,65,67,62
10795,65,68,62
10796,65,67,58
10797,65,64,63
10798,65,63,60
10799,65,62,59
10800,65,62,62
10801,65,58,56
10802,65,69,70
10803,65,61,54
10804,65,61,62
10805,65,62,53
10806,65,57,61
10807,65,65,55
10808,65,59,48
10809,65,58,59
10811,65,55,51
10812,65,63,56
10813,65,62,60
10814,65,60,57
10815,65,65,52
10817,65,68,61
10818,65,57,57
10819,65,63,60
10820,65,64,65
10821,65,63,60
10822,65,64,68
10823,65,47,57
10824,65,57,62
10825,65,62,62
10826,65,63,65
10827,65,58,62
10828,65,67,67
10829,65,66,63
10830,65,62,63
10831,65,52,64
10832,65,65,55
10833,65,68,65
10834,65,65,56
10835,65,57,67
10836,65,62,62
10837,65,61,65
10838,65,66,65
10839,65,60,66
10840,65,59,66
10842,65,67,64
10843,65,60,60
10844,65,65,60
10845,65,69,63
10846,65,64,65
10847,65,61,69
10848,65,58,60
10849,65,74,64
10850,65,61,48
10852,65,42,52
10854,65,66,52
10855,65,43,54
10856,65,64,72
10857,65,69,61
10858,65,68,59
10859,65,64,75
10860,65,67,61
10861,65,31,60
10862,65,62,63
10863,65,67,66
10864,65,64,63
10865,65,66,63
10867,65,55,54
10868,65,60,49
10869,65,50,61
10871,65,66,58
10872,65,72,65
10873,65,66,54
10874,65,62,56
10876,65,60,62
10877,65,66,60
10879,65,67,59
10881,65,70,59
10882,65,51,60
10883,65,68,68
10885,65,61,65
10886,65,68,57
10887,65,68,62
10888,65,65,64
10889,65,63,54
10890,65,62,55
10891,65,66,63
10892,65,69,57
10893,65,74,65
10896,65,58,64
10898,65,62,55
10899,65,66,65
10900,65,50,61
10901,65,63,65
10902,65,60,58
10903,65,66,60
10904,65,50,47
10905,65,43,67
10906,65,65,52
10908,65,63,66
10909,65,62,64
10910,65,57,60
10912,65,31,49
10913,65,70,63
10914,65,53,55
10915,65,62,59
10916,65,62,56
10917,65,66,60
10918,65,65,62
10919,65,62,57
10921,65,67,58
10922,65,64,64
10923,65,69,69
10924,64,55,63
10925,64,67,57
10926,64,66,61
10928,64,56,66
10929,64,69,60
10930,64,67,60
10932,64,63,60
10933,64,59,58
10934,64,75,58
10935,64,62,64
10936,64,59,57
10937,64,58,60
10938,64,62,67
10939,64,61,58
10941,64,72,52
10942,64,63,58
10943,64,54,64
10945,64,50,60
10946,64,56,58
10947,64,62,54
10948,64,58,71
10949,64,64,54
10950,64,63,53
10951,64,72,54
10952,64,62,56
10953,64,59,65
10954,64,58,56
10955,64,64,64
10956,64,73,57
10957,64,67,60
10958,64,60,68
10959,64,66,58
10960,64,56,66
10962,64,62,51
10963,64,67,54
10964,64,61,52
10965,64,56,59
10966,64,67,64
10967,64,64,62
10968,64,70,60
10969,64,68,70
10970,64,55,56
10971,64,63,55
10972,64,49,56
10973,64,65,58
10974,64,39,64
10975,64,57,58
10976,64,68,62
10977,64,60,58
10978,64,59,54
10979,64,62,57
10980,64,58,64
10981,64,64,68
10982,64,56,64
10983,64,62,66
10984,64,70,53
10985,64,68,56
10986,64,65,65
10987,64,57,68
10988,64,70,39
10989,64,55,63
10990,64,56,60
10991,64,63,57
10992,64,62,54
10993,64,58,60
10996,64,62,59
10997,64,56,59
10998,64,66,46
11000,64,58,55
11001,64,66,63
11002,64,67,62
11003,64,60,73
11004,64,58,56
11005,64,59,55
11006,64,56,62
11007,64,65,53
11008,64,67,62
11009,64,46,62
11010,64,63,52
11011,64,64,66
11013,64,51,58
11014,64,58,61
11015,64,34,61
11016,64,51,58
11018,64,65,53
11019,64,64,59
11020,64,52,63
11021,64,54,63
11022,64,62,47
11023,64,60,51
11024,64,43,59
11025,64,71,62
11026,64,65,55
11027,64,53,55
11028,64,61,59
11029,64,53,59
11030,64,50,49
11032,64,55,58
11033,64,62,62
11035,64,63,62
11038,64,64,53
11039,64,71,58
11041,64,64,67
11042,64,66,63
11043,64,60,55
11044,64,65,57
11045,64,65,66
11047,64,61,61
11048,64,59,61
11049,64,42,52
11050,64,46,55
11051,64,68,50
11052,64,54,68
11053,64,53,57
11054,64,58,59
11055,64,62,65
11056,64,62,64
11057,64,62,60
11058,64,67,59
11059,64,59,63
11060,64,67,65
11061,64,59,62
11062,64,66,64
11063,64,66,72
11064,64,57,53
11065,64,63,63
11066,64,63,63
11067,64,63,56
11068,64,64,55
11069,64,63,59
11070,64,58,61
11071,64,60,57
11072,64,62,67
11073,64,70,55
11074,64,68,56
11075,64,64,57
11076,64,68,53
11077,64,60,57
11078,64,64,63
11081,64,44,60
11083,64,58,59
11085,64,62,66
11086,64,64,64
11087,64,57,59
11088,64,63,65
11089,64,67,56
11091,64,65,53
11092,64,67,65
11093,64,63,50
11094,64,56,59
11095,64,55,59
11096,64,64,71
11097,64,60,55
11098,64,66,61
11099,64,64,64
11101,64,66,63
11102,64,65,33
11103,64,68,60
11104,64,57,62
11106,64,59,62
11107,64,60,59
11108,64,64,60
11109,64,50,53
11110,64,54,61
11111,64,58,52
11112,64,64,65
11114,64,62,62
11115,64,63,59
11116,64,60,52
11117,64,65,66
11118,64,68,65
11119,64,63,59
11121,64,64,72
11122,64,61,61
11124,64,61,68
11126,64,66,66
11127,64,52,63
11128,64,68,51
11129,64,57,63
11130,64,56,62
11131,64,60,60
11132,64,69,64
11133,64,66,58
11134,64,65,60
11135,64,69,63
11136,64,56,55
11137,64,69,53
11138,64,45,51
11139,64,64,48
11141,64,61,58
11142,64,66,63
11143,64,64,56
11145,64,55,60
11146,64,67,58
11148,64,65,58
11150,64,56,61
11151,64,42,53
11152,64,65,60
11153,64,63,56
11154,64,43,59
11155,64,66,52
11156,64,60,61
11157,64,68,64
11158,64,64,60
11159,64,64,69
11160,64,66,50
11161,64,59,63
11162,64,60,64
11163,64,62,60
11165,64,54,57
11166,64,42,59
11167,64,60,61
11168,64,63,59
11169,64,66,57
11171,64,62,64
11172,64,63,60
11173,64,64,63
11174,64,61,52
11176,64,66,61
11177,64,66,57
11178,64,55,55
11179,64,64,59
11180,64,67,49
11181,64,62,63
11182,64,70,59
11183,64,65,56
11184,64,59,64
11185,64,63,57
11186,64,60,62
11187,64,58,62
11188,64,61,55
11189,64,56,69
11190,64,67,60
11191,64,62,64
11192,64,67,64
11193,64,68,58
11194,64,58,54
11195,64,63,64
11196,64,63,53
11197,64,58,56
11198,64,67,60
11199,64,34,50
11200,64,66,58
11201,64,61,64
11202,64,65,59
11203,64,60,56
11204,64,59,49
11205,64,44,53
11206,64,58,65
11207,64,63,66
11208,64,65,59
11209,64,70,54
11210,64,54,62
11211,64,66,61
11212,64,66,46
11213,64,62,56
11214,64,71,55
11215,64,65,55
11216,64,61,70
11217,64,64,51
11218,64,63,56
11219,64,58,54
11220,64,65,56
11221,64,62,61
11222,64,58,64
11223,64,65,58
11224,64,62,53
11225,64,70,63
11226,64,47,52
11227,64,62,64
11228,64,65,59
11229,64,66,59
11231,64,61,63
11232,64,68,64
11233,64,45,56
11234,64,64,80
11235,64,65,54
11236,64,53,60
11237,64,64,61
11238,64,66,57
11239,64,64,55
11240,64,45,59
11241,64,65,56
11242,64,60,59
11243,64,58,58
11244,64,65,62
11245,64,67,61
11246,64,61,58
11247,64,65,60
11248,64,73,61
11249,64,40,65
11250,64,56,48
11251,64,61,66
11252,64,61,66
11253,64,60,59
11255,64,64,64
11257,64,68,51
11258,64,68,54
11259,64,54,56
11260,64,64,49
11262,64,58,66
11263,64,61,58
11264,64,67,51
11265,64,73,62
11266,64,52,57
11267,64,65,53
11268,64,55,54
11269,64,39,63
11270,64,66,65
11272,64,56,60
11273,64,63,59
11274,64,52,61
11275,64,64,49
11276,64,59,60
11277,64,37,59
11278,64,66,48
11279,64,50,63
11280,64,55,62
11281,64,67,57
11282,64,62,61
11283,64,52,56
11284,64,50,56
11287,64,44,53
11288,64,64,60
11289,64,62,61
11290,64,67,60
11291,64,58,62
11292,64,44,55
11293,64,60,63
11295,64,60,50
11296,64,44,56
11297,64,46,62
11298,64,44,48
11299,64,55,65
11300,64,62,61
11301,64,65,70
11302,64,55,64
11303,64,55,60
11304,64,64,57
11305,64,50,52
11307,64,60,64
11308,64,59,61
11309,64,63,51
11310,64,54,64
11311,64,61,59
11313,64,65,61
11314,64,65,56
11315,64,63,60
11316,64,62,71
11317,64,61,61
11318,64,65,61
11319,64,49,54
11320,64,51,52
11321,64,56,58
11322,64,61,58
11323,64,65,64
11324,64,60,61
11325,64,63,56
11326,64,66,63
11327,64,61,62
11328,64,50,54
11329,64,65,69
11330,64,56,56
11331,64,62,58
11332,64,61,61
11333,64,65,58
11334,64,65,54
11335,64,62,63
11336,64,66,61
11337,64,52,58
11338,64,64,59
11339,64,59,63
11341,64,59,54
11342,64,57,60
11343,64,61,60
11344,64,68,58
11345,64,57,58
11346,64,60,64
11348,64,37,51
11349,64,66,55
11350,64,47,64
11351,64,60,64
11352,64,59,65
11353,64,62,59
11354,64,60,60
11355,64,66,60
11356,64,61,60
11358,64,39,58
11359,64,34,58
11360,64,64,56
11361,64,65,59
11362,64,60,55
11363,64,65,64
11365,64,68,67
11366,64,59,60
11367,64,61,53
11368,64,66,64
11369,64,64,61
11370,64,63,59
11372,64,67,52
11374,64,68,65
11375,64,53,50
11376,64,63,59
11377,64,60,68
11378,64,68,61
11379,64,62,55
11380,64,68,36
11381,64,54,55
11382,64,59,62
11383,64,65,60
11384,64,58,58
11385,64,66,55
11386,64,58,63
11387,64,58,64
11388,64,55,58
11389,64,66,63
11390,64,52,49
11391,64,65,66
11392,64,64,64
11393,64,59,62
11394,64,66,66
11395,64,69,60
11396,64,59,62
11397,64,61,69
11398,64,68,65
11399,64,62,56
11400,64,71,61
11401,64,62,58
11402,64,61,53
11403,64,63,64
11404,64,61,58
11405,64,60,58
11407,64,56,68
11411,64,61,61
11412,64,60,65
11413,64,45,59
11414,64,70,54
11415,64,68,52
11416,64,63,64
11417,64,60,62
11419,64,64,60
11420,64,52,59
11421,64,64,60
11422,64,58,58
11423,64,60,59
11424,64,70,56
11425,64,62,51
11426,64,42,55
11427,64,60,60
11428,64,58,72
11429,64,69,69
11430,64,66,53
11431,64,66,53
11433,64,65,67
11434,64,60,60
11435,64,62,67
11436,64,69,62
11437,64,60,55
11439,64,64,64
11441,64,64,59
11442,64,58,53
11443,64,60,61
11446,64,62,63
11447,64,60,60
11448,64,71,78
11449,64,62,58
11450,64,61,58
11451,64,65,63
11452,64,63,53
11453,64,47,60
11454,64,52,57
11455,64,54,59
11456,64,48,56
11457,64,35,56
11458,64,68,62
11459,64,60,60
11460,64,56,72
11461,64,43,63
11462,64,61,54
11463,64,52,64
11464,64,67,54
11465,64,58,57
11466,64,63,69
11467,64,57,66
11469,64,72,60
11470,64,58,55
11471,64,56,63
11472,64,61,56
11473,64,59,65
11474,64,54,59
11475,64,53,62
11476,64,61,56
11477,64,56,57
11479,64,64,65
11482,64,59,64
11483,64,62,62
11484,64,62,53
11485,64,63,60
11486,64,65,56
11487,64,58,55
11488,64,65,54
11489,64,63,52
11490,64,61,67
11491,64,56,62
11492,64,67,59
11493,64,64,62
11494,64,63,56
11495,64,71,55
11496,64,57,62
11497,64,61,60
11498,64,54,54
11499,64,62,59
11500,64,62,57
11503,64,66,59
11504,64,56,62
11505,64,65,51
11506,64,62,58
11508,64,61,53
11509,64,31,60
11510,64,65,66
11511,64,64,62
11512,64,60,61
11513,64,60,63
11514,64,62,63
11515,64,27,56
11516,64,60,59
11517,64,43,62
11518,64,65,53
11519,64,48,54
11520,64,63,60
11521,64,65,59
11522,64,61,56
11523,64,55,62
11524,64,59,66
11525,64,63,63
11526,64,69,50
11527,64,70,70
11528,64,59,63
11529,64,59,72
11531,64,61,56
11532,64,65,60
11533,64,58,61
11534,64,49,49
11535,64,63,58
11536,64,64,60
11537,64,59,55
11538,64,62,55
11539,64,71,61
11540,64,66,57
11541,64,67,62
11542,64,52,58
11543,64,48,54
11544,64,65,59
11545,64,64,61
11546,64,65,57
11547,64,62,67
11548,64,68,62
11549,64,65,55
11551,64,62,69
11552,64,65,60
11553,64,60,59
11554,64,74,57
11557,64,60,58
11558,64,47,52
11559,64,50,59
11560,64,60,56
11561,64,53,58
11562,64,68,48
11563,64,69,69
11564,64,66,55
11565,64,63,57
11567,64,69,61
11568,64,60,62
11569,64,58,63
11570,64,68,58
11571,64,34,64
11572,64,70,57
11573,64,68,54
11574,64,53,63
11575,64,55,58
11576,64,63,65
11577,64,68,57
11578,64,67,59
11579,64,62,59
11580,64,67,57
11581,64,60,58
11582,64,56,55
11583,64,61,63
11584,64,69,55
11585,64,64,68
11587,64,61,68
11589,64,71,72
11590,64,49,61
11591,64,53,51
11592,64,61,45
11593,64,61,51
11594,64,60,55
11595,64,61,63
11596,64,61,61
11597,64,71,59
11598,64,68,62
11599,64,55,58
11600,64,61,56
11601,64,60,62
11602,64,70,64
11603,64,68,61
11605,64,65,68
11606,64,60,55
11607,64,55,56
11609,64,46,55
11610,64,62,66
11611,64,38,46
11613,64,54,54
11614,64,61,58
11615,64,41,57
11616,64,67,67
11617,64,68,65
11618,64,59,56
11619,64,59,64
11620,64,69,60
11621,64,62,67
11622,64,61,60
11623,64,66,58
11624,64,66,64
11626,64,64,64
11627,64,54,64
11628,64,64,63
11629,64,66,70
11630,64,35,41
11631,64,45,59
11632,64,67,49
11633,64,63,64
11635,64,58,61
11636,64,60,60
11638,64,66,65
11640,64,61,59
11641,64,64,57
11642,64,64,62
11643,64,64,48
11644,64,39,54
11645,64,58,52
11647,64,63,63
11648,64,66,56
11649,64,67,56
11650,64,63,52
11651,64,64,62
11652,64,67,61
11653,64,66,67
11654,64,66,66
11655,64,64,56
11656,64,63,49
11659,64,53,53
11660,64,64,55
11661,64,61,53
11662,64,57,67
11663,64,62,63
11664,64,65,62
11665,64,67,68
11666,64,69,60
11667,64,63,57
11669,64,61,67
11670,64,66,53
11671,64,47,63
11672,64,67,67
11673,64,65,57
11674,64,69,68
11675,64,63,53
11677,64,54,61
11678,64,71,58
11679,64,70,60
11680,64,68,62
11681,64,45,60
11682,64,53,63
11683,64,68,61
11684,64,66,58
11685,64,67,48
11686,64,59,53
11687,64,56,67
11688,64,69,57
11690,64,64,55
11691,64,54,57
11693,64,65,59
11694,64,53,66
11695,64,73,64
11696,64,68,61
11697,64,67,66
11698,64,45,49
11699,64,64,65
11700,64,62,64
11701,64,66,51
11703,64,39,48
11705,64,68,63
11706,64,63,61
11707,64,61,54
11708,64,55,59
11709,64,62,68
11711,64,66,63
11712,64,60,58
11713,64,62,59
11714,64,62,63
11715,64,66,57
11716,64,66,50
11717,64,61,68
11718,64,68,52
11719,64,63,59
11720,64,70,58
11722,64,61,63
11723,64,66,59
11724,64,65,58
11725,64,62,55
11726,64,64,64
11727,64,65,56
11728,64,61,54
11729,64,60,62
11731,64,61,63
11732,64,63,50
11733,64,60,63
11734,64,63,61
11735,64,66,58
11736,64,53,63
11737,64,65,55
11738,64,60,60
11739,64,70,49
11740,64,65,56
11741,64,62,64
11742,64,64,59
11743,64,46,58
11744,64,66,61
11745,64,60,63
11746,64,68,54
11748,64,64,48
11749,64,63,49
11750,64,65,63
11751,64,67,55
11752,64,62,56
11753,64,58,59
11754,64,40,64
11755,64,59,56
11757,64,65,66
11758,64,60,64
11759,64,37,59
11760,64,58,64
11761,64,61,47
11762,64,66,57
11764,64,47,59
11765,64,51,47
11767,64,58,65
11768,64,65,59
11769,64,57,65
11770,64,61,55
11771,64,64,62
11773,64,68,50
11774,64,63,58
11775,64,60,62
11776,64,65,60
11777,64,59,53
11778,64,64,63
11779,64,58,65
11781,64,46,61
11782,64,51,53
11783,64,65,58
11784,64,47,67
11785,64,49,59
11787,64,69,54
11788,64,63,58
11789,64,65,61
11790,64,55,55
11791,64,63,56
11792,64,70,48
11793,64,55,61
11796,64,59,60
11797,64,57,63
11798,64,62,57
11799,64,58,68
11800,64,68,66
11802,64,64,59
11803,64,59,57
11804,64,64,62
11805,64,69,67
11806,64,62,62
11807,64,63,63
11809,64,69,57
11811,64,36,57
11812,64,58,62
11813,64,58,62
11814,64,60,55
11815,64,63,58
11816,64,63,59
11817,64,62,55
11818,64,57,57
11819,64,57,54
11820,64,55,62
11821,64,56,62
11823,64,56,62
11824,64,61,56
11825,64,62,54
11826,64,64,57
11827,64,50,63
11828,64,63,54
11829,64,68,60
11830,64,63,67
11831,64,62,56
11832,64,59,57
11833,64,57,60
11834,64,59,60
11835,64,65,57
11836,64,62,57
11837,64,61,56
11839,64,42,62
11840,64,62,57
11841,64,68,56
11842,64,62,66
11843,64,66,63
11844,64,58,60
11845,64,65,66
11846,64,36,57
11847,64,63,59
11848,64,65,55
11849,64,62,57
11850,64,62,60
11851,64,52,53
11852,64,52,54
11853,64,70,55
11854,64,59,60
11855,64,62,63
11857,64,60,63
11858,64,56,53
11859,64,57,67
11860,64,62,53
11861,64,50,56
11862,64,60,64
11863,64,63,62
11864,64,67,59
11865,64,65,65
11866,64,59,60
11870,64,66,62
11871,64,56,58
11872,64,68,60
11873,64,62,63
11874,64,55,58
11875,64,68,57
11876,64,66,60
11877,64,67,47
11878,64,64,56
11879,64,66,51
11880,64,62,63
11881,64,64,58
11882,64,63,60
11883,64,56,60
11884,64,67,64
11885,64,45,58
11886,64,67,50
11887,64,53,61
11888,64,60,59
11889,64,61,63
11890,64,59,56
11891,64,61,64
11892,64,61,66
11893,64,61,65
11894,64,65,59
11895,64,47,58
11896,64,59,60
11897,64,67,58
11898,64,66,56
11899,64,29,45
11900,64,65,56
11901,64,63,58
11902,64,60,72
11903,64,56,59
11904,64,64,53
11905,64,64,58
11907,64,68,47
11908,64,65,48
11909,64,68,53
11910,64,63,58
11911,64,66,71
11912,64,52,52
11913,64,46,54
11914,64,64,57
11916,64,69,55
11917,64,62,62
11918,64,64,61
11919,64,66,63
11920,64,64,51
11921,64,60,63
11922,64,66,59
11925,64,60,58
11926,64,65,62
11927,64,64,62
11928,64,61,56
11929,64,33,62
11930,64,51,51
11931,64,53,76
11932,64,59,60
11933,64,63,59
11934,64,62,50
11935,64,62,62
11936,64,67,52
11937,64,64,49
11938,64,64,49
11939,64,64,55
11940,64,56,55
11941,64,65,65
11943,64,65,58
11944,64,66,56
11945,64,63,57
11946,64,59,65
11947,64,58,59
11948,64,55,61
11950,64,65,57
11951,64,69,52
11952,64,68,61
11953,64,64,62
11955,64,65,64
11957,64,67,67
11958,64,64,60
11959,64,59,67
11960,64,51,55
11961,64,36,61
11962,64,48,54
11963,64,67,62
11964,64,63,58
11965,64,68,53
11966,64,54,58
11968,64,62,62
11969,63,60,52
11970,63,60,62
11972,63,62,64
11973,63,69,59
11974,63,63,60
11975,63,56,55
11976,63,58,58
11977,63,64,53
11979,63,65,53
11980,63,55,60
11981,63,56,53
11982,63,63,54
11983,63,66,51
11984,63,62,58
11985,63,63,59
11987,63,64,56
11988,63,64,61
11990,63,58,55
11991,63,54,57
11992,63,58,74
11993,63,67,58
11994,63,67,58
11995,63,67,63
11996,63,43,58
11997,63,63,55
11998,63,52,51
12000,63,62,50
12001,63,69,58
12002,63,60,62
12003,63,62,68
12004,63,48,57
12005,63,69,69
12006,63,45,58
12007,63,60,59
12008,63,58,58
12009,63,56,58
12011,63,53,62
12012,63,60,55
12013,63,66,60
12014,63,69,60
12015,63,58,57
12016,63,41,54
12017,63,58,56
12018,63,58,65
12019,63,63,55
12020,63,51,51
12021,63,64,47
12022,63,55,56
12023,63,68,53
12024,63,62,66
12025,63,63,63
12026,63,58,63
12028,63,70,58
12029,63,44,51
12030,63,63,54
12031,63,67,53
12032,63,63,52
12033,63,58,44
12034,63,37,60
12035,63,57,61
12036,63,67,59
12037,63,50,49
12039,63,57,56
12040,63,63,56
12041,63,60,59
12042,63,64,46
12043,63,54,50
12044,63,60,65
12045,63,52,55
12046,63,40,52
12047,63,74,50
12048,63,65,60
12049,63,56,62
12052,63,62,49
12053,63,58,54
12054,63,64,56
12056,63,57,57
12059,63,59,55
12060,63,53,57
12061,63,59,60
12062,63,63,63
12063,63,41,65
12064,63,63,51
12065,63,60,49
12066,63,54,58
12067,63,58,56
12068,63,60,59
12069,63,60,59
12070,63,60,58
12071,63,59,58
12072,63,59,65
12073,63,34,52
12074,63,70,59
12075,63,68,65
12076,63,64,58
12077,63,61,59
12078,63,48,56
12079,63,52,55
12080,63,65,57
12081,63,58,56
12082,63,65,64
12083,63,58,58
12084,63,38,55
12086,63,61,63
12087,63,59,61
12088,63,58,62
12089,63,64,64
12090,63,66,57
12091,63,61,55
12092,63,60,60
12093,63,61,51
12094,63,56,47
12095,63,58,64
12096,63,64,57
12097,63,56,49
12098,63,63,59
12099,63,45,54
12100,63,56,53
12101,63,59,69
12102,63,66,66
12103,63,65,62
12104,63,67,55
12105,63,59,58
12107,63,63,55
12108,63,72,53
12109,63,63,66
12110,63,51,60
12111,63,51,58
12112,63,43,55
12113,63,64,63
12114,63,63,69
12115,63,60,69
12116,63,62,62
12117,63,65,58
12118,63,54,56
12119,63,38,60
12120,63,60,62
12121,63,66,54
12122,63,65,63
12123,63,53,54
12124,63,63,57
12125,63,60,55
12126,63,52,58
12127,63,58,59
12128,63,60,56
12129,63,61,68
12130,63,54,58
12131,63,51,55
12132,63,73,65
12133,63,60,64
12135,63,43,58
12136,63,60,57
12138,63,50,47
12139,63,62,57
12141,63,66,68
12142,63,60,65
12143,63,69,59
12144,63,65,58
12146,63,58,64
12147,63,54,64
12148,63,60,62
12149,63,63,62
12150,63,60,45
12152,63,41,51
12153,63,62,59
12154,63,65,62
12155,63,57,64
12156,63,73,57
12157,63,63,55
12158,63,64,62
12159,63,66,61
12160,63,59,61
12161,63,27,57
12162,63,51,61
12164,63,60,59
12165,63,42,58
12166,63,57,54
12168,63,41,54
12169,63,58,64
12170,63,57,68
12171,63,58,62
12172,63,45,53
12173,63,64,57
12174,63,63,64
12175,63,56,52
12176,63,61,56
12177,63,57,53
12178,63,63,63
12179,63,52,44
12180,63,66,60
12181,63,65,52
12182,63,58,54
12183,63,63,58
12184,63,57,50
12185,63,61,62
12186,63,58,50
12187,63,55,60
12188,63,60,59
12190,63,67,59
12191,63,61,53
12192,63,60,59
12193,63,65,50
12194,63,66,60
12195,63,54,63
12196,63,62,53
12197,63,60,62
12199,63,57,58
12200,63,56,50
12201,63,61,58
12203,63,64,62
12204,63,64,61
12205,63,71,58
12206,63,64,58
12208,63,64,62
12209,63,66,59
12210,63,64,52
12212,63,59,52
12213,63,65,62
12214,63,64,52
12215,63,66,57
12216,63,59,59
12217,63,64,50
12218,63,62,59
12219,63,59,54
12221,63,66,57
12222,63,63,59
12223,63,63,57
12224,63,63,57
12225,63,61,57
12226,63,67,64
12227,63,59,63
12228,63,62,54
12229,63,58,54
12230,63,48,55
12231,63,57,57
12232,63,49,61
12233,63,65,49
12234,63,65,60
12235,63,57,59
12236,63,67,53
12237,63,58,72
12238,63,65,56
12239,63,66,60
12240,63,67,49
12241,63,63,59
12242,63,63,65
12243,63,63,60
12244,63,45,47
12245,63,59,65
12246,63,68,67
12247,63,65,62
12248,63,65,60
12249,63,60,54
12250,63,61,57
12251,63,61,52
12252,63,63,52
12253,63,42,58
12254,63,59,56
12255,63,53,60
12256,63,57,59
12257,63,59,60
12258,63,61,63
12259,63,63,62
12260,63,61,65
12261,63,63,62
12262,63,40,53
12263,63,55,58
12265,63,62,60
12267,63,46,54
12268,63,61,65
12269,63,41,51
12270,63,62,64
12271,63,63,58
12272,63,54,52
12273,63,65,55
12274,63,61,54
12275,63,64,66
12276,63,66,60
12277,63,51,63
12278,63,61,50
12280,63,61,63
12281,63,61,59
12282,63,62,64
12283,63,63,64
12284,63,63,61
12285,63,58,73
12286,63,56,56
12287,63,68,59
12288,63,63,63
12289,63,63,53
12290,63,51,51
12291,63,59,59
12292,63,29,49
12294,63,61,54
12295,63,55,58
12296,63,68,51
12298,63,68,62
12299,63,69,49
12300,63,51,58
12301,63,58,59
12302,63,63,60
12303,63,52,55
12304,63,61,67
12305,63,60,50
12306,63,46,60
12307,63,72,60
12308,63,61,68
12309,63,60,57
12310,63,65,60
12311,63,65,53
12312,63,50,58
12313,63,64,56
12316,63,59,64
12317,63,64,55
12319,63,59,59
12320,63,51,62
12321,63,58,64
12322,63,62,59
12325,63,64,48
12326,63,58,57
12328,63,67,52
12329,63,60,65
12330,63,57,60
12331,63,60,60
12332,63,60,63
12333,63,63,73
12334,63,63,64
12335,63,56,53
12336,63,64,64
12337,63,45,65
12338,63,52,62
12339,63,63,62
12341,63,42,51
12342,63,55,57
12343,63,59,63
12345,63,39,59
12346,63,42,51
12347,63,63,61
12348,63,60,52
12349,63,58,56
12352,63,63,60
12353,63,62,58
12354,63,61,54
12355,63,69,49
12356,63,55,60
12357,63,54,61
12358,63,66,62
12359,63,61,56
12360,63,62,67
12361,63,52,51
12362,63,55,58
12363,63,56,53
12364,63,60,58
12365,63,46,48
12366,63,45,64
12367,63,48,59
12368,63,75,52
12369,63,67,60
12370,63,62,55
12371,63,61,60
12372,63,50,53
12373,63,61,52
12375,63,54,56
12376,63,45,63
12377,63,57,49
12378,63,54,64
12379,63,54,65
12380,63,65,49
12381,63,62,58
12382,63,50,55
12383,63,51,50
12384,63,74,63
12385,63,69,61
12386,63,65,63
12387,63,69,58
12388,63,59,52
12389,63,61,58
12390,63,59,54
12391,63,57,66
12392,63,33,54
12393,63,54,69
12394,63,61,70
12395,63,51,65
12396,63,61,67
12397,63,55,50
12398,63,63,63
12399,63,59,64
12401,63,61,56
12402,63,63,59
12403,63,65,59
12404,63,44,66
12406,63,63,63
12407,63,59,58
12408,63,48,54
12409,63,61,63
12410,63,43,72
12411,63,68,66
12413,63,60,61
12414,63,61,53
12415,63,45,59
12416,63,57,61
12417,63,61,58
12418,63,44,53
12419,63,60,65
12420,63,67,55
12421,63,67,60
12422,63,64,51
12423,63,65,57
12424,63,65,54
12425,63,57,60
12426,63,61,64
12427,63,68,53
12428,63,59,57
12429,63,64,62
12430,63,62,64
12431,63,64,55
12432,63,67,60
12433,63,44,62
12435,63,63,52
12436,63,66,56
12437,63,61,55
12442,63,65,60
12443,63,52,58
12444,63,59,61
12445,63,62,61
12446,63,65,57
12447,63,61,62
12448,63,58,56
12449,63,55,59
12450,63,54,59
12451,63,59,60
12452,63,56,62
12453,63,59,53
12454,63,59,64
12455,63,57,57
12456,63,59,60
12457,63,71,55
12458,63,65,73
